source,target,weight,typetrans,fraud
C1783610571,M348934600,0.14,es_transportation,0
C47208933,M348934600,15.8,es_transportation,0
C261398093,M348934600,5.11,es_transportation,0
C607521473,M348934600,42.9,es_transportation,0
C1734879586,M348934600,14.29,es_transportation,0
C1886601622,M348934600,25.15,es_transportation,0
C394469483,M348934600,5.47,es_transportation,0
C1461774305,M348934600,6.83,es_transportation,0
C1614239388,M1823072687,31.16,es_transportation,0
C1643168823,M1823072687,13.04,es_transportation,0
C225675370,M840466850,35.85,es_tech,0
C196806031,M348934600,11.68,es_transportation,0
C393216567,M151143676,17.19,es_barsandrestaurants,0
C2115574807,M348934600,15.79,es_transportation,0
C1632932485,M348934600,32.62,es_transportation,0
C576453501,M1823072687,11.99,es_transportation,0
C612005121,M348934600,32.96,es_transportation,0
C688041542,M1823072687,21.39,es_transportation,0
C1346358504,M348934600,27.16,es_transportation,0
C1304285526,M348934600,30.33,es_transportation,0
C1882920635,M348934600,19.66,es_transportation,0
C46234453,M348934600,7.45,es_transportation,0
C2037169176,M348934600,21.23,es_transportation,0
C1293338142,M348934600,13.21,es_transportation,0
C1783206868,M1823072687,19.36,es_transportation,0
C1542255731,M1823072687,39.11,es_transportation,0
C803065678,M348934600,7.67,es_transportation,0
C1355010178,M1823072687,6.17,es_transportation,0
C1416816772,M348934600,38.69,es_transportation,0
C78938440,M348934600,58.61,es_transportation,0
C108940648,M1823072687,0.79,es_transportation,0
C545527660,M348934600,28.97,es_transportation,0
C394979408,M348934600,33.3,es_transportation,0
C707326919,M1823072687,0.18,es_transportation,0
C719205737,M85975013,45.0,es_food,0
C746862122,M348934600,73.77,es_transportation,0
C449262890,M1823072687,23.79,es_transportation,0
C800379810,M348934600,44.47,es_transportation,0
C1342037956,M348934600,3.26,es_transportation,0
C782199851,M348934600,33.18,es_transportation,0
C1181615831,M17379832,10.64,es_sportsandtoys,0
C1560259762,M480139044,248.42,es_health,0
C895429374,M348934600,17.73,es_transportation,0
C986156699,M348934600,20.18,es_transportation,0
C354098761,M348934600,27.57,es_transportation,0
C1926972512,M348934600,4.46,es_transportation,0
C2005671734,M348934600,3.69,es_transportation,0
C440111595,M1823072687,54.02,es_transportation,0
C1256908044,M348934600,24.35,es_transportation,0
C326815335,M348934600,5.28,es_transportation,0
C578700012,M348934600,33.27,es_transportation,0
C11453786,M348934600,63.23,es_transportation,0
C479535332,M348934600,2.56,es_transportation,0
C874212917,M348934600,44.88,es_transportation,0
C50049566,M1823072687,7.23,es_transportation,0
C1355273346,M348934600,32.63,es_transportation,0
C1256073744,M1823072687,11.42,es_transportation,0
C885081673,M85975013,51.96,es_food,0
C2126946323,M348934600,11.69,es_transportation,0
C1882290962,M692898500,237.48,es_health,0
C659009992,M348934600,37.16,es_transportation,0
C1379018843,M348934600,1.96,es_transportation,0
C320158645,M348934600,12.83,es_transportation,0
C475831512,M1823072687,38.2,es_transportation,0
C1156885344,M348934600,20.92,es_transportation,0
C432013067,M348934600,37.59,es_transportation,0
C813128680,M348934600,13.43,es_transportation,0
C693174391,M1823072687,38.89,es_transportation,0
C1524407626,M348934600,26.68,es_transportation,0
C1072577677,M348934600,18.4,es_transportation,0
C394488921,M980657600,21.56,es_sportsandtoys,0
C24198147,M151143676,58.18,es_barsandrestaurants,0
C1899001756,M85975013,31.59,es_food,0
C1541224095,M1823072687,40.67,es_transportation,0
C122290547,M1649169323,11.88,es_sportsandtoys,0
C56197730,M348934600,39.46,es_transportation,0
C1940951230,M348934600,73.59,es_transportation,0
C1983995504,M348934600,11.5,es_transportation,0
C668289079,M348934600,2.03,es_transportation,0
C1838948302,M1352454843,1.89,es_hotelservices,0
C47376492,M1823072687,30.88,es_transportation,0
C1382187685,M855959430,19.86,es_hyper,0
C170484334,M348934600,30.07,es_transportation,0
C296571542,M348934600,36.11,es_transportation,0
C1728647108,M348934600,25.73,es_transportation,0
C1624351292,M1823072687,52.75,es_transportation,0
C437189630,M348934600,30.15,es_transportation,0
C1512444326,M85975013,35.74,es_food,0
C1187702596,M348934600,12.14,es_transportation,0
C490558731,M348934600,54.3,es_transportation,0
C1011693897,M348934600,46.22,es_transportation,0
C1383269171,M348934600,47.02,es_transportation,0
C1560893361,M1823072687,25.86,es_transportation,0
C2129810887,M1535107174,140.48,es_wellnessandbeauty,0
C1282114843,M348934600,19.18,es_transportation,0
C1837295173,M855959430,0.23,es_hyper,0
C2095429384,M348934600,18.47,es_transportation,0
C1777674460,M348934600,56.78,es_transportation,0
C1468773146,M348934600,23.73,es_transportation,0
C188084843,M348934600,38.51,es_transportation,0
C1279143519,M855959430,54.33,es_hyper,0
C1486961552,M348934600,16.07,es_transportation,0
C1828345671,M1823072687,23.59,es_transportation,0
C1035666255,M348934600,10.13,es_transportation,0
C383368009,M348934600,39.28,es_transportation,0
C798889135,M1946091778,33.96,es_wellnessandbeauty,0
C1075692577,M1823072687,36.52,es_transportation,0
C2119675022,M348934600,36.92,es_transportation,0
C1626218926,M348934600,2.99,es_transportation,0
C1292770722,M348934600,8.48,es_transportation,0
C1873506157,M348934600,28.44,es_transportation,0
C717345438,M1823072687,31.44,es_transportation,0
C1532144144,M348934600,0.78,es_transportation,0
C635603510,M348934600,39.42,es_transportation,0
C1761432742,M151143676,10.43,es_barsandrestaurants,0
C1983734850,M855959430,61.08,es_hyper,0
C563092648,M1053599405,113.52,es_health,0
C631654729,M151143676,61.32,es_barsandrestaurants,0
C186469824,M348934600,34.95,es_transportation,0
C1642689499,M348934600,34.07,es_transportation,0
C460218551,M348934600,18.07,es_transportation,0
C1368438034,M348934600,5.15,es_transportation,0
C747175090,M348934600,40.48,es_transportation,0
C509362814,M348934600,27.42,es_transportation,0
C437836513,M348934600,16.91,es_transportation,0
C475928775,M348934600,33.84,es_transportation,0
C1844076143,M85975013,44.32,es_food,0
C1037161656,M348934600,27.65,es_transportation,0
C292682242,M348934600,33.26,es_transportation,0
C1143300850,M348934600,14.41,es_transportation,0
C875900250,M348934600,17.87,es_transportation,0
C461156176,M348934600,73.55,es_transportation,0
C12284077,M1823072687,69.89,es_transportation,0
C1415571957,M348934600,56.13,es_transportation,0
C1501782229,M348934600,48.51,es_transportation,0
C700940580,M1823072687,31.19,es_transportation,0
C23569509,M348934600,24.49,es_transportation,0
C572958608,M348934600,17.74,es_transportation,0
C947315968,M1535107174,47.72,es_wellnessandbeauty,0
C480961011,M348934600,13.0,es_transportation,0
C106397937,M348934600,26.77,es_transportation,0
C1904416498,M85975013,24.47,es_food,0
C1580955370,M1823072687,60.06,es_transportation,0
C848293063,M348934600,42.83,es_transportation,0
C430579454,M1198415165,104.03,es_wellnessandbeauty,0
C507185945,M1535107174,67.52,es_wellnessandbeauty,0
C1642006830,M348934600,22.31,es_transportation,0
C474894075,M348934600,31.61,es_transportation,0
C297351696,M348934600,9.68,es_transportation,0
C339931011,M1823072687,2.65,es_transportation,0
C1505467955,M1823072687,40.13,es_transportation,0
C1225704566,M1823072687,23.71,es_transportation,0
C419087520,M348934600,3.76,es_transportation,0
C1878500339,M348934600,10.82,es_transportation,0
C588937224,M348934600,30.37,es_transportation,0
C30024621,M692898500,195.44,es_health,0
C1067165398,M348934600,47.11,es_transportation,0
C1594422820,M348934600,9.85,es_transportation,0
C2023751717,M348934600,0.82,es_transportation,0
C1436301390,M1823072687,9.09,es_transportation,0
C1499363341,M348934600,43.16,es_transportation,0
C1482659693,M348934600,13.02,es_transportation,0
C1646298550,M348934600,70.9,es_transportation,0
C636259913,M348934600,24.57,es_transportation,0
C471003383,M348934600,20.77,es_transportation,0
C1433132752,M348934600,64.29,es_transportation,0
C1646712119,M1823072687,31.94,es_transportation,0
C1307916597,M348934600,12.83,es_transportation,0
C632176173,M348934600,11.51,es_transportation,0
C1269635185,M348934600,20.83,es_transportation,0
C1494778598,M348934600,1.23,es_transportation,0
C44857022,M85975013,21.42,es_food,0
C855942730,M1823072687,37.16,es_transportation,0
C582173326,M348934600,26.11,es_transportation,0
C1812521679,M348934600,30.82,es_transportation,0
C1697472909,M348934600,0.83,es_transportation,0
C1167781928,M348934600,24.95,es_transportation,0
C1885719603,M348934600,26.15,es_transportation,0
C485578112,M348934600,4.12,es_transportation,0
C2102316964,M348934600,23.74,es_transportation,0
C1154612561,M348934600,64.29,es_transportation,0
C1576250855,M348934600,0.55,es_transportation,0
C910969605,M348934600,46.43,es_transportation,0
C121713128,M1823072687,16.94,es_transportation,0
C599293124,M348934600,31.75,es_transportation,0
C1930258744,M1823072687,40.57,es_transportation,0
C1402381285,M348934600,33.28,es_transportation,0
C1681976106,M348934600,9.65,es_transportation,0
C1045652139,M348934600,71.06,es_transportation,0
C1127983201,M348934600,8.19,es_transportation,0
C1734487337,M1741626453,70.15,es_sportsandtoys,1
C204205576,M1741626453,238.82,es_sportsandtoys,1
C1591152121,M1053599405,142.49,es_health,0
C1092512638,M1053599405,128.99,es_health,0
C228023479,M348934600,6.76,es_transportation,0
C938915039,M348934600,9.23,es_transportation,0
C1652856443,M855959430,56.91,es_hyper,0
C371812005,M348934600,13.68,es_transportation,0
C763005836,M348934600,28.33,es_transportation,0
C846682077,M151143676,20.74,es_barsandrestaurants,0
C1314533733,M348934600,35.95,es_transportation,0
C1340398290,M855959430,34.69,es_hyper,0
C1812935919,M348934600,22.03,es_transportation,0
C806943770,M50039827,59.51,es_health,0
C166353588,M1535107174,21.03,es_wellnessandbeauty,0
C1987985724,M348934600,72.45,es_transportation,0
C1058785965,M151143676,69.21,es_barsandrestaurants,0
C719449879,M1823072687,63.95,es_transportation,0
C582022575,M348934600,22.84,es_transportation,0
C464042268,M1823072687,26.87,es_transportation,0
C1474786056,M348934600,34.69,es_transportation,0
C987677028,M348934600,17.08,es_transportation,0
C438957460,M1823072687,38.74,es_transportation,0
C1344489848,M348934600,59.78,es_transportation,0
C390271010,M348934600,17.86,es_transportation,0
C567897093,M348934600,34.84,es_transportation,0
C1125832994,M348934600,28.72,es_transportation,0
C935791733,M1823072687,33.12,es_transportation,0
C261768480,M348934600,42.82,es_transportation,0
C1625937550,M348934600,28.41,es_transportation,0
C1869142879,M348934600,47.07,es_transportation,0
C34111179,M348934600,71.53,es_transportation,0
C229592862,M348934600,16.76,es_transportation,0
C1377736719,M348934600,24.16,es_transportation,0
C1476491893,M348934600,10.84,es_transportation,0
C249473604,M348934600,17.49,es_transportation,0
C1446511647,M1823072687,38.36,es_transportation,0
C2027892936,M348934600,38.73,es_transportation,0
C1825851538,M480139044,55.82,es_health,0
C1775611696,M348934600,22.46,es_transportation,0
C719332132,M348934600,36.46,es_transportation,0
C805483863,M1823072687,0.85,es_transportation,0
C334841918,M348934600,35.8,es_transportation,0
C1126112663,M348934600,7.09,es_transportation,0
C2087715408,M348934600,22.12,es_transportation,0
C71763178,M1823072687,26.92,es_transportation,0
C1739998964,M1823072687,21.89,es_transportation,0
C734397713,M348934600,13.72,es_transportation,0
C95715318,M85975013,71.85,es_food,0
C467035555,M348934600,11.22,es_transportation,0
C846609537,M348934600,18.72,es_transportation,0
C2118328869,M348934600,53.57,es_transportation,0
C1079254393,M480139044,520.5,es_health,1
C1567385001,M348934600,7.1,es_transportation,0
C1341662543,M348934600,80.35,es_transportation,0
C1228157206,M97925176,46.1,es_wellnessandbeauty,0
C696806398,M1823072687,59.67,es_transportation,0
C1962291095,M348934600,8.65,es_transportation,0
C360019679,M348934600,8.83,es_transportation,0
C480118707,M348934600,65.26,es_transportation,0
C17166563,M348934600,43.59,es_transportation,0
C1209363182,M348934600,10.61,es_transportation,0
C942160317,M348934600,45.1,es_transportation,0
C212188289,M980657600,16.84,es_sportsandtoys,0
C1612748385,M348934600,46.94,es_transportation,0
C248927068,M348934600,38.25,es_transportation,0
C976209265,M348934600,34.66,es_transportation,0
C1412753123,M348934600,7.26,es_transportation,0
C1066456457,M348934600,24.61,es_transportation,0
C297745197,M348934600,40.91,es_transportation,0
C447509116,M348934600,23.08,es_transportation,0
C47652503,M1823072687,12.53,es_transportation,0
C393339341,M348934600,37.86,es_transportation,0
C885555910,M1823072687,19.0,es_transportation,0
C1607207670,M1823072687,25.7,es_transportation,0
C1562991705,M151143676,52.39,es_barsandrestaurants,0
C1135867657,M1823072687,102.34,es_transportation,0
C1546864044,M348934600,4.54,es_transportation,0
C1193034305,M1823072687,11.17,es_transportation,0
C1368070837,M348934600,1.42,es_transportation,0
C413242191,M348934600,28.02,es_transportation,0
C2044183803,M348934600,7.57,es_transportation,0
C827822455,M348934600,19.88,es_transportation,0
C1201848792,M348934600,9.73,es_transportation,0
C1690793519,M1535107174,22.93,es_wellnessandbeauty,0
C351144071,M547558035,75.21,es_fashion,0
C1347371891,M348934600,6.15,es_transportation,0
C1814131114,M348934600,27.86,es_transportation,0
C1209651258,M855959430,20.72,es_hyper,0
C961515074,M85975013,10.31,es_food,0
C1005495267,M1823072687,25.04,es_transportation,0
C260437492,M1823072687,22.22,es_transportation,0
C1558014544,M348934600,49.02,es_transportation,0
C1539370210,M348934600,4.22,es_transportation,0
C2059136665,M348934600,16.06,es_transportation,0
C709211172,M348934600,13.95,es_transportation,0
C1299496226,M348934600,15.57,es_transportation,0
C706757729,M923029380,24.8,es_home,0
C1517749848,M348934600,33.41,es_transportation,0
C1387070447,M348934600,24.97,es_transportation,0
C1823983599,M348934600,32.78,es_transportation,0
C1629765833,M209847108,8.81,es_wellnessandbeauty,0
C1969942970,M348934600,58.88,es_transportation,0
C718962269,M348934600,20.89,es_transportation,0
C879614402,M348934600,25.03,es_transportation,0
C290487175,M1823072687,10.73,es_transportation,0
C478715873,M1823072687,24.7,es_transportation,0
C1158233054,M348934600,21.69,es_transportation,0
C53785803,M348934600,5.6,es_transportation,0
C208514238,M1823072687,54.36,es_transportation,0
C1117294574,M840466850,21.94,es_tech,0
C790395954,M348934600,55.14,es_transportation,0
C1502465707,M348934600,53.77,es_transportation,0
C1018153896,M348934600,4.98,es_transportation,0
C1059874896,M348934600,39.34,es_transportation,0
C1552608695,M85975013,87.08,es_food,0
C1309027409,M1823072687,28.39,es_transportation,0
C1977634536,M85975013,85.88,es_food,0
C330615170,M1535107174,190.53,es_wellnessandbeauty,1
C1090046399,M348934600,25.23,es_transportation,0
C1689884214,M348934600,33.16,es_transportation,0
C1298891864,M348934600,38.71,es_transportation,0
C915430510,M348934600,17.18,es_transportation,0
C2046797625,M348934600,34.69,es_transportation,0
C722399783,M1823072687,53.92,es_transportation,0
C1821582093,M348934600,52.11,es_transportation,0
C566628469,M1823072687,29.17,es_transportation,0
C10745331,M348934600,29.01,es_transportation,0
C1590346257,M348934600,4.29,es_transportation,0
C100045114,M348934600,35.13,es_transportation,0
C25346278,M855959430,17.79,es_hyper,0
C2034859281,M348934600,16.6,es_transportation,0
C1040272582,M1823072687,50.19,es_transportation,0
C1680323951,M348934600,21.45,es_transportation,0
C1806072501,M348934600,31.49,es_transportation,0
C626467543,M348934600,17.81,es_transportation,0
C1897689911,M1946091778,109.8,es_wellnessandbeauty,0
C34676686,M923029380,130.55,es_home,0
C2063574289,M348934600,45.94,es_transportation,0
C927696302,M348934600,18.79,es_transportation,0
C695108722,M348934600,42.78,es_transportation,0
